gender;star1;star2;star3;read1;read2;math1;math2;school1;school2;school3;experience1;experience2;experience3;EndScore
male;regular;regular+aide;regular+aide;462;539;523;531;suburban;suburban;suburban;5;12;18;594
male;NA;small;small;NA;NA;NA;NA;NA;suburban;suburban;NA;2;6;NA
female;regular+aide;regular+aide;regular+aide;524;564;515;556;suburban;suburban;suburban;18;10;22;574
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;14;624
male;small;small;small;527;596;520;607;suburban;suburban;suburban;19;17;17;594
male;regular+aide;NA;NA;431;NA;461;NA;rural;NA;NA;9;NA;NA;NA
male;NA;regular;regular;NA;579;NA;570;NA;rural;rural;NA;19;0;599
male;NA;small;small;NA;NA;NA;NA;NA;suburban;suburban;NA;5;27;NA
female;small;small;small;629;631;538;550;rural;rural;rural;13;11;4;649
female;regular;regular+aide;small;558;637;502;579;inner-city;inner-city;inner-city;27;35;9;640
female;regular;small;small;512;557;542;536;rural;rural;rural;20;15;13;593
male;regular+aide;regular+aide;regular+aide;480;568;505;572;rural;rural;rural;0;16;1;609
female;regular;regular;regular;472;521;465;492;suburban;suburban;suburban;5;23;9;NA
male;small;regular;NA;469;530;465;526;inner-city;inner-city;NA;1;2;NA;NA
male;regular+aide;NA;regular+aide;482;NA;461;NA;inner-city;NA;inner-city;27;NA;14;613
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;10;NA
male;regular+aide;regular+aide;regular+aide;558;586;542;550;suburban;suburban;suburban;1;12;6;611
male;small;NA;regular+aide;487;NA;520;NA;inner-city;NA;inner-city;17;NA;4;601
female;regular;NA;NA;533;NA;592;NA;rural;NA;NA;15;NA;NA;NA
female;regular+aide;regular+aide;NA;472;547;535;584;inner-city;inner-city;NA;1;12;NA;NA
female;small;regular+aide;NA;492;579;479;520;inner-city;inner-city;NA;30;NA;NA;NA
female;regular;NA;NA;590;NA;549;NA;suburban;NA;NA;5;NA;NA;NA
male;regular;NA;NA;466;NA;495;NA;suburban;NA;NA;2;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;530;614;549;607;rural;rural;rural;8;13;4;655
male;regular+aide;regular+aide;regular+aide;571;622;584;603;suburban;suburban;suburban;4;19;19;624
male;small;small;small;564;659;562;615;rural;rural;rural;21;39;6;646
female;NA;regular;NA;NA;552;NA;546;NA;rural;NA;NA;17;NA;NA
male;regular+aide;regular+aide;regular+aide;466;555;502;557;rural;rural;rural;18;15;15;558
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;NA;524;604;512;538;suburban;suburban;NA;22;20;NA;NA
female;regular;regular;small;487;506;472;492;rural;rural;rural;2;12;28;535
female;small;NA;NA;478;NA;520;NA;suburban;NA;NA;1;NA;NA;NA
male;small;NA;NA;590;NA;592;NA;urban;NA;NA;5;NA;NA;NA
male;NA;regular;NA;NA;539;NA;541;NA;inner-city;NA;NA;1;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;635
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;2;NA;NA
female;small;NA;NA;472;NA;477;NA;urban;NA;NA;14;NA;NA;NA
female;regular+aide;regular;NA;428;492;463;505;inner-city;inner-city;NA;27;7;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;25;581
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;16;640
female;regular;NA;NA;480;NA;512;NA;rural;NA;NA;13;NA;NA;NA
male;regular;regular;small;564;650;584;632;rural;rural;rural;20;11;4;667
male;regular+aide;NA;NA;431;NA;493;NA;inner-city;NA;NA;24;NA;NA;NA
male;small;regular;regular;604;571;572;590;suburban;suburban;suburban;12;13;26;659
male;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;6;NA;NA;NA
male;regular;NA;NA;564;NA;512;NA;rural;NA;NA;4;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;urban;NA;NA;15;635
female;regular;regular;NA;480;511;490;510;rural;rural;NA;20;13;NA;NA
male;regular+aide;regular+aide;NA;463;494;454;497;rural;rural;NA;17;9;NA;NA
male;regular+aide;NA;NA;460;NA;515;NA;inner-city;NA;NA;7;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;NA;NA;511;NA;568;NA;inner-city;NA;NA;40;NA;NA
male;NA;regular;regular;NA;586;NA;530;NA;urban;urban;NA;15;16;614
female;regular;regular+aide;regular+aide;553;669;488;590;urban;urban;urban;3;18;36;647
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;NA;NA
male;regular+aide;regular+aide;regular+aide;629;618;549;611;rural;rural;rural;16;8;12;653
female;regular+aide;regular+aide;regular+aide;536;586;510;509;urban;urban;urban;7;12;19;602
male;NA;regular+aide;regular+aide;NA;568;NA;550;NA;suburban;suburban;NA;4;4;604
male;regular;regular;regular;497;559;497;526;inner-city;inner-city;inner-city;14;32;26;573
female;NA;regular;small;NA;NA;NA;NA;NA;inner-city;suburban;NA;12;21;NA
female;regular;NA;NA;450;NA;436;NA;rural;NA;NA;20;NA;NA;NA
female;NA;regular+aide;NA;NA;515;NA;512;NA;inner-city;NA;NA;10;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;475;577;529;552;suburban;suburban;suburban;7;3;14;542
female;regular;small;small;527;571;535;584;inner-city;inner-city;inner-city;9;12;21;603
male;regular+aide;NA;NA;462;NA;495;NA;inner-city;NA;NA;6;NA;NA;NA
female;regular;regular;regular;NA;NA;505;NA;rural;rural;rural;0;18;14;610
male;NA;regular+aide;regular+aide;NA;520;NA;488;NA;inner-city;inner-city;NA;5;26;526
female;small;small;small;521;618;578;632;rural;rural;rural;15;5;31;593
female;small;small;small;521;650;495;596;rural;rural;rural;1;8;9;616
male;small;NA;NA;462;NA;497;NA;inner-city;NA;NA;36;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;590;650;592;632;suburban;suburban;suburban;1;22;15;662
female;regular+aide;regular+aide;regular+aide;544;582;532;559;suburban;suburban;suburban;2;9;28;635
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;0;NA;NA
male;regular;regular;NA;483;591;507;565;suburban;suburban;NA;1;17;NA;NA
female;small;NA;small;579;NA;567;NA;suburban;NA;suburban;14;NA;9;616
male;regular+aide;regular+aide;regular+aide;604;622;545;607;rural;rural;rural;18;15;15;635
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;small;small;571;552;515;502;inner-city;inner-city;inner-city;8;1;5;562
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;14;581
male;regular+aide;NA;NA;436;NA;461;NA;urban;NA;NA;7;NA;NA;NA
female;regular;regular;regular;536;618;549;579;suburban;suburban;suburban;16;12;19;659
female;regular;NA;NA;553;NA;507;NA;suburban;NA;NA;12;NA;NA;NA
female;regular;NA;NA;438;NA;500;NA;suburban;NA;NA;7;NA;NA;NA
male;regular+aide;regular+aide;NA;469;NA;468;NA;rural;rural;NA;2;23;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;11;581
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;12;599
male;small;NA;NA;505;NA;535;NA;urban;NA;NA;14;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;28;576
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;26;648
male;small;small;small;571;622;512;590;suburban;suburban;suburban;4;28;11;593
male;regular;regular;regular;548;591;549;596;rural;rural;rural;11;31;7;632
male;small;small;small;463;530;523;556;rural;rural;rural;8;33;2;563
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;548;643;535;639;rural;rural;rural;14;17;19;615
female;small;NA;NA;436;NA;446;NA;inner-city;NA;NA;1;NA;NA;NA
female;small;small;small;469;526;479;554;inner-city;inner-city;inner-city;3;14;19;544
male;regular;regular;NA;451;542;474;565;rural;rural;NA;3;15;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;524;602;553;615;rural;rural;rural;18;15;15;607
male;regular+aide;regular+aide;regular+aide;494;550;520;538;suburban;suburban;suburban;20;12;18;589
female;NA;regular;regular;NA;596;NA;603;NA;suburban;suburban;NA;9;15;613
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;556
female;regular+aide;regular+aide;regular+aide;527;604;584;626;inner-city;inner-city;inner-city;1;12;2;617
female;regular+aide;NA;NA;451;NA;493;NA;suburban;NA;NA;4;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;512;599;567;620;suburban;suburban;suburban;4;1;24;608
male;NA;regular+aide;regular+aide;NA;608;NA;607;NA;urban;urban;NA;20;20;630
female;regular+aide;regular+aide;regular+aide;469;500;470;486;rural;rural;rural;6;23;15;NA
female;regular;regular+aide;regular+aide;480;511;486;502;inner-city;inner-city;inner-city;5;NA;25;588
female;regular;regular;regular;499;533;567;574;inner-city;inner-city;inner-city;0;1;3;582
male;regular+aide;regular+aide;regular+aide;564;627;542;587;rural;rural;rural;6;23;15;619
male;regular;NA;NA;474;NA;507;NA;urban;NA;NA;1;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;492;631;529;639;rural;rural;rural;13;16;10;627
male;regular+aide;regular+aide;regular+aide;544;573;553;626;rural;rural;rural;15;20;9;630
female;small;small;small;505;608;484;526;rural;rural;rural;13;15;17;590
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;NA;NA;512;NA;562;NA;suburban;NA;NA;2;NA;NA;NA
female;regular;regular;regular;590;591;538;574;urban;urban;urban;11;15;16;656
male;small;small;small;536;582;545;584;urban;urban;urban;18;12;19;611
female;small;NA;NA;501;NA;526;NA;rural;NA;NA;7;NA;NA;NA
male;NA;regular;regular;NA;614;NA;674;NA;rural;rural;NA;9;13;NA
female;regular+aide;regular+aide;NA;NA;NA;532;NA;rural;rural;NA;13;11;NA;NA
female;regular+aide;small;regular+aide;540;650;553;590;rural;rural;rural;15;21;9;NA
female;NA;regular;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;4;26;644
male;small;NA;NA;430;NA;425;NA;rural;NA;NA;12;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;544;627;520;565;suburban;suburban;suburban;16;10;6;622
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;25;576
female;regular;regular;NA;512;562;502;552;rural;rural;NA;7;8;NA;NA
male;small;small;small;590;622;567;611;urban;urban;urban;18;22;8;641
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;14;598
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular;regular+aide;480;518;526;543;inner-city;inner-city;inner-city;27;12;14;568
male;regular+aide;regular+aide;regular+aide;NA;NA;523;NA;rural;rural;rural;17;26;16;629
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;28;NA;NA
female;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;10;NA;NA;NA
female;NA;regular;small;NA;536;NA;559;NA;inner-city;inner-city;NA;2;22;591
male;regular+aide;regular+aide;regular+aide;553;631;545;620;rural;rural;rural;6;1;2;650
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;small;small;NA;555;NA;568;NA;rural;rural;NA;23;12;603
female;regular;regular;regular;548;NA;542;NA;rural;rural;rural;21;0;23;NA
female;regular;NA;NA;421;NA;449;NA;rural;NA;NA;16;NA;NA;NA
male;regular;NA;NA;524;NA;535;NA;suburban;NA;NA;2;NA;NA;NA
male;NA;regular;NA;NA;506;NA;559;NA;rural;NA;NA;23;NA;NA
male;small;NA;NA;436;NA;488;NA;urban;NA;NA;12;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;2;586
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;7;602
male;regular;regular;regular;629;584;529;535;suburban;suburban;suburban;0;3;11;582
male;regular+aide;regular;regular;448;520;474;492;rural;rural;rural;23;18;17;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;5;650
male;regular+aide;NA;NA;495;NA;529;NA;rural;NA;NA;16;NA;NA;NA
female;regular+aide;regular+aide;NA;590;709;612;674;suburban;suburban;NA;3;25;NA;NA
male;regular;regular;regular;NA;NA;507;NA;rural;rural;rural;0;18;14;700
male;regular;regular+aide;regular+aide;521;538;549;572;rural;rural;rural;12;5;3;578
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;12;558
male;small;small;small;505;552;505;546;suburban;suburban;suburban;19;17;17;604
female;small;small;NA;579;NA;653;NA;rural;rural;NA;13;14;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;30;633
male;regular+aide;regular;regular;527;591;505;541;suburban;suburban;suburban;13;9;15;612
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;NA;536;602;562;626;rural;rural;NA;13;10;NA;NA
female;regular;regular;regular;558;622;510;563;urban;urban;urban;8;1;7;618
female;regular+aide;regular+aide;regular+aide;604;586;592;570;rural;rural;rural;11;2;15;622
female;regular+aide;NA;NA;571;NA;627;NA;urban;NA;NA;22;NA;NA;NA
male;regular+aide;regular+aide;NA;492;542;549;596;rural;rural;NA;9;23;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;530;NA;592;NA;urban;NA;NA;20;NA;NA;NA
male;regular;regular;regular;558;669;612;648;rural;rural;rural;5;31;8;677
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;NA;NA;526;NA;rural;NA;NA;12;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;439;476;439;481;urban;urban;urban;0;30;9;514
female;small;small;small;651;709;627;659;urban;urban;urban;16;28;13;648
female;regular;regular;regular;492;549;512;546;rural;rural;rural;0;9;8;572
female;regular+aide;regular+aide;NA;474;NA;512;NA;suburban;suburban;NA;9;18;NA;NA
male;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;NA;NA
male;NA;regular+aide;regular+aide;NA;560;NA;554;NA;inner-city;inner-city;NA;6;5;561
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular+aide;regular+aide;NA;542;505;550;rural;rural;rural;13;2;15;579
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;NA;NA;NA;NA;446;NA;inner-city;NA;NA;33;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;579;631;578;620;rural;rural;rural;20;11;13;637
female;small;NA;NA;512;NA;490;NA;suburban;NA;NA;4;NA;NA;NA
male;small;NA;NA;474;NA;526;NA;rural;NA;NA;14;NA;NA;NA
male;NA;regular+aide;regular;NA;562;NA;514;NA;inner-city;inner-city;NA;NA;14;583
female;regular+aide;NA;NA;469;NA;465;NA;suburban;NA;NA;9;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;509;552;518;557;rural;rural;rural;11;6;7;637
female;regular;regular;regular+aide;553;622;549;721;rural;rural;rural;12;2;13;645
male;regular+aide;NA;NA;519;NA;486;NA;urban;NA;NA;11;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;15;636
female;regular;NA;small;512;NA;497;NA;rural;NA;rural;12;NA;6;NA
female;small;small;NA;553;669;515;620;suburban;suburban;NA;14;16;NA;NA
male;small;regular;regular;482;NA;549;NA;rural;rural;rural;2;12;3;613
female;regular+aide;regular+aide;regular+aide;571;637;578;611;rural;rural;rural;9;23;15;653
male;regular;NA;NA;460;NA;505;NA;urban;NA;NA;20;NA;NA;NA
female;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;562;NA;587;NA;rural;rural;NA;13;7;599
female;small;NA;NA;553;NA;526;NA;rural;NA;NA;19;NA;NA;NA
female;small;small;NA;527;596;592;599;suburban;suburban;NA;4;28;NA;NA
female;NA;regular;regular;NA;552;NA;548;NA;rural;urban;NA;13;7;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;small;small;NA;604;NA;568;NA;rural;rural;NA;29;11;586
female;regular;NA;NA;571;NA;601;NA;rural;NA;NA;11;NA;NA;NA
male;small;NA;NA;590;NA;549;NA;rural;NA;NA;15;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;530;NA;556;NA;inner-city;inner-city;NA;25;25;543
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;regular;NA;NA;NA;NA;NA;rural;rural;NA;31;7;628
male;regular+aide;regular+aide;regular+aide;505;584;553;559;rural;rural;rural;12;6;16;600
male;regular;regular;regular;553;588;572;554;urban;urban;urban;11;15;16;623
male;regular;small;small;490;526;512;526;suburban;suburban;suburban;2;10;10;624
female;small;small;small;579;637;578;611;rural;rural;rural;8;9;9;645
female;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;12;NA;NA
male;small;small;small;571;659;612;721;urban;urban;urban;12;6;14;657
female;regular+aide;regular+aide;regular+aide;579;650;578;593;rural;rural;rural;9;8;0;662
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;25;NA;NA;NA
male;NA;regular+aide;NA;NA;582;NA;523;NA;suburban;NA;NA;10;NA;NA
female;regular;NA;NA;553;NA;549;NA;inner-city;NA;NA;8;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;468;577;456;536;inner-city;inner-city;inner-city;17;10;0;610
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;495;544;518;541;inner-city;inner-city;inner-city;27;2;26;587
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;548;NA;510;NA;urban;NA;NA;11;NA;NA;NA
male;regular;NA;NA;447;NA;465;NA;inner-city;NA;NA;11;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;572
female;small;small;small;492;637;535;626;rural;rural;rural;1;8;9;652
female;regular+aide;regular+aide;regular+aide;544;650;557;648;rural;rural;rural;9;2;19;654
male;small;small;small;466;584;529;590;rural;rural;rural;15;5;31;597
male;regular+aide;regular+aide;regular+aide;521;593;518;603;urban;urban;urban;10;19;16;598
female;NA;regular+aide;regular+aide;NA;637;NA;639;NA;inner-city;inner-city;NA;13;13;686
female;regular+aide;regular+aide;regular+aide;509;593;520;557;suburban;suburban;suburban;27;1;16;631
male;NA;regular+aide;NA;NA;492;NA;528;NA;suburban;NA;NA;12;NA;NA
male;regular+aide;regular+aide;regular+aide;NA;NA;523;590;rural;rural;rural;8;34;10;611
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;480;573;488;531;urban;urban;urban;0;12;31;NA
male;NA;small;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;5;13;586
male;regular+aide;regular+aide;regular+aide;NA;524;529;561;rural;rural;rural;8;34;10;596
female;regular;regular;regular;471;535;488;584;rural;rural;rural;19;14;3;549
male;regular+aide;regular+aide;regular+aide;501;582;468;561;inner-city;inner-city;inner-city;17;10;0;586
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;urban;NA;NA;9;NA
male;small;small;small;651;684;612;721;rural;rural;rural;13;10;30;693
male;NA;regular+aide;regular+aide;NA;499;NA;509;NA;suburban;suburban;NA;8;18;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;NA;NA;573;NA;552;NA;urban;NA;NA;30;NA;NA
female;NA;regular+aide;regular+aide;NA;614;NA;587;NA;rural;rural;NA;13;30;625
male;regular+aide;regular+aide;regular+aide;497;577;578;593;suburban;suburban;suburban;6;9;8;634
male;small;NA;NA;478;NA;532;NA;rural;NA;NA;4;NA;NA;NA
male;NA;regular+aide;NA;NA;614;NA;587;NA;suburban;NA;NA;10;NA;NA
female;regular+aide;regular+aide;regular+aide;579;631;592;632;rural;rural;rural;10;13;30;661
male;small;small;small;544;593;520;552;urban;urban;urban;12;16;9;597
male;regular;regular;regular;558;555;567;632;rural;rural;rural;15;10;13;597
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;0;NA
female;regular;NA;NA;483;NA;515;NA;suburban;NA;NA;23;NA;NA;NA
female;regular+aide;NA;NA;521;NA;505;NA;suburban;NA;NA;11;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;521;611;584;639;rural;rural;rural;39;9;16;697
male;small;small;small;482;569;538;603;inner-city;inner-city;inner-city;2;13;31;632
male;regular+aide;regular+aide;regular+aide;604;709;612;699;rural;rural;rural;9;23;19;678
female;NA;regular;regular;NA;593;NA;572;NA;suburban;suburban;NA;3;11;646
male;small;small;small;571;684;572;659;rural;rural;rural;21;10;17;720
male;regular;NA;NA;480;NA;567;NA;urban;NA;NA;3;NA;NA;NA
female;regular;regular;regular;480;541;461;530;suburban;suburban;suburban;4;4;7;574
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;14;616
male;small;small;small;571;599;578;563;suburban;suburban;suburban;13;2;6;617
male;regular;NA;NA;451;NA;470;NA;rural;NA;NA;17;NA;NA;NA
male;NA;regular+aide;NA;NA;586;NA;559;NA;urban;NA;NA;13;NA;NA
male;small;small;small;507;568;512;582;inner-city;inner-city;inner-city;6;14;33;626
male;small;small;NA;456;499;449;502;suburban;suburban;NA;23;33;NA;NA
female;small;small;small;495;573;510;596;inner-city;inner-city;inner-city;2;8;14;611
female;small;small;small;471;562;484;568;rural;rural;rural;4;29;11;592
male;regular+aide;regular+aide;regular+aide;521;614;549;593;suburban;suburban;suburban;6;21;32;650
female;regular;small;NA;516;618;507;572;suburban;suburban;NA;33;25;NA;NA
male;regular+aide;regular+aide;regular+aide;558;622;612;659;suburban;suburban;suburban;6;1;16;682
male;NA;regular+aide;NA;NA;535;NA;536;NA;suburban;NA;NA;18;NA;NA
male;regular+aide;NA;NA;480;NA;495;NA;rural;NA;NA;15;NA;NA;NA
female;regular;regular;regular;548;573;520;526;suburban;suburban;suburban;3;4;19;615
female;small;small;NA;564;627;567;620;suburban;suburban;NA;19;17;NA;NA
male;regular;NA;NA;NA;NA;465;NA;inner-city;NA;NA;1;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;505;559;481;538;rural;rural;rural;31;1;12;595
male;regular+aide;NA;NA;430;NA;474;NA;rural;NA;NA;6;NA;NA;NA
female;small;small;small;485;566;493;554;inner-city;inner-city;inner-city;3;14;19;561
female;regular+aide;regular+aide;regular+aide;651;650;676;632;rural;rural;rural;9;5;3;684
male;small;NA;NA;436;NA;474;NA;inner-city;NA;NA;36;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;17;NA;NA
female;regular;regular;regular;629;732;562;659;suburban;suburban;suburban;18;12;22;680
male;small;small;small;448;515;486;540;inner-city;inner-city;inner-city;17;2;3;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;urban;NA;NA;36;613
male;small;NA;NA;478;NA;512;NA;rural;NA;NA;17;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;NA;NA;431;NA;458;NA;inner-city;NA;NA;5;NA;NA;NA
male;regular;regular+aide;regular+aide;447;NA;515;NA;inner-city;inner-city;inner-city;37;0;17;NA
female;small;small;small;533;568;572;574;suburban;suburban;suburban;23;NA;24;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;24;677
male;regular+aide;NA;NA;NA;NA;500;NA;rural;NA;NA;1;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;499;591;518;593;rural;rural;rural;4;14;4;614
male;regular;regular;regular;497;557;562;587;rural;rural;rural;13;18;21;607
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
